id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
a6fd5816,Le Feuille Sonj' by LONBRAZ VOLKAN,,,non,sud,Saint-Philippe,"6 Rue Jean Albany, 97442 Saint-Philippe - Le Baril",https://lonbrazvolkan.lodgify.com/,Hébergement,Location saisonnière,Maison,Littoral,97442,Saint-Philippe,Le Baril,"vue montagne , vue mer , barbecue , jacuzzi , linge de maison , parking , ventilateur , salon , jardin , TV , lave vaisselle , lave linge privatif , micro-ondes , linge de toilette , douche , Cafetière , frigo , wifi , terrasse , cuisine équipée , salle à manger , salon de jardin , salle de bain , plaque de cuisson , sèche-cheveux , grille-pain , jardin clôturé","sentier de randonnée,site - lieu culturel,point de vue panoramique,forêt,sites touristiques,arrêt bus,transports en commun,boulangerie","Virement,Espèces,Carte Bancaire,booking,airbnb","français,créole,anglais",,0692356611,,,emma.hascoat@gmail.com,4,3 Etoile(s),"Bienvenue à Lonbraz Volkan coincé entre les falaises abruptes de la côte du sud sauvage et les pentes escarpées du piton de la fournaise.

Venez vous détendre dans ces paysages luxuriants sous le regard du volcan.","Le logement est entièrement équipé pour vous permettre vous reposer au maximum. Une chambre, 2 lits, une salle de bain. Wifi haut débit.

Un lave-linge  ainsi qu’un lave-vaisselle sont à votre disposition. Tous le linge de maison est fourni (drap, serviette etc…). L’arrivée se fait à partir de 16h et le départ se fait à partir de 11h.

Tentez l'expérience d'un séjour aux pieds du volcan et venez découvrir le Sud Sauvage dans un décor chaleureux et une ambiance cocooning.
A deux ou en famille prenez le temps d'apprécier ce moment, le confort de l'espace intérieur vous apportera sérénité et bien-être. Les espaces extérieurs entièrement privatifs et clos vous permettront de profiter de chaque instant.
N'attendez plus, il ne reste qu'à faire vos valises","Arrivée par l'ouest (Saint-Joseph): prenez la deuxième rue à droite après l'église de Basse-Vallée. A l'intersection, tournez à droite et continuez tout droit sur 100 m. La location se trouve sur votre droite. Elle est clairement indiquée par un panneau publicitaire.

Arrivée par l'est (Sainte-Rose) : 
Prenez la deuxième rue à droite après le supermarché Leader Price. A l'intersection, prenez à gauche. La location se trouve immédiatement à votre gauche. Elle est clairement indiquée par un panneau publicitaire.",,,30/6/2023,,Mme Emmanuelle HASCOAT,91925083700011,"Mme Emmanuelle HASCOAT: 14 rue des Papangues, 97480 Saint-Joseph ",Mme Emmanuelle HASCOAT : emma.hascoat@gmail.com,,,,,,,,,"-21.369488, 55.720907",,,,CSC586HTS,,,,,,,
87c31917,Grand Natte,,,non,sud,Saint-Philippe,"111 Chemin de Ceinture, 97442 Saint-Philippe - Mare-Longue",,Hébergement,Location saisonnière,Maison,Milieu rural,97442,Saint-Philippe,Mare-Longue,"dressing , barbecue , vue montagne , grand espace , vue mer , linge de maison , parking , ventilateur , salon , chauffage , jardin , TV , micro-ondes , linge de toilette , douche , Cafetière , frigo , cuisine équipée , salon de jardin , jardin arboré , accès internet , plaque de cuisson , grille-pain , jardin clôturé , lave-linge , cuisine extérieure , netflix","sentier de randonnée,point de vue panoramique,forêt,sites touristiques","Espèces,airbnb","français,créole",,0692 25 07 52,,,stephen.reviron@orange.fr,4,,"Venez découvrir Grand natte, niché en lisière de la forêt de Mare Longue avec vue sur la mer, au cœur d'un jardin tropical planté d'aromatiques et d'arbres fruitiers.","L'écolodge se situe à quelques minutes seulement de Baril les bains (avec sa piscine, son bassin naturel, son aire de pique nique avec kiosques).
Les amateurs de balades, de randonnées  et de cyclisme seront à une centaine de mètres seulement des sentiers forestiers et les caps de Saint Philippe offrent de nombreux spots de pêche pour les passionnés.
Pour les moments farniente, vous disposez de terrasses pour l'apéro ou pour profiter du soleil, du chant des oiseaux et de la vue sur la nature environnante. 
Avec son salon spacieux et ses deux cuisines, vous pourrez partager de bons moments conviviaux en famille ou entre amis, autour d'un cari au feu de bois ou des jeux de société (mis à disposition).
Ce logement indépendant, dispose d'une place de parking, d'une chambre avec lit double, d'un canapé-lit de 2 places dans le salon, d'une cuisine équipée, de terrasses, d'une smart TV avec Netflix gratuit, wifi, brasseurs d'air  et ventilateurs...
L'écolodge est quasi autonome en électricité grâce à sa centrale solaire par conséquent, pas de four électrique ni d'équipement trop énergivore.

Possibilité de jumeler avec Ti Natte pour accueillir jusqu'à 8 personnes.
Venez vous ressourcez...",Sur la N2 prendre à gauche au chemin ceinture ou route forestière Mare Longue continuer tout droit sur chemin ceinture. Ti Natte se trouve sur votre gauche au 111 chemin Ceinture.,,,11/8/2023,,Mr Stephen REVIRON,42323574500085,"Mr Stephen REVIRON: 111 chemin de ceinture, 97442 Saint-Philippe ",Mr Stephen REVIRON : stephen.reviron@orange.fr - 0692250752,,,,,,,,,"-21.357511, 55.747532",,,,CSC585HTR,,,,,,,
430daa4e,LA VILLA ROSANNA - Bleu Azur,,,oui,sud,Le Tampon,"8 E Pascal BLAISE, 97430 Le Tampon - Trois Mares",https://www.lavillarosanna.fr/,Hébergement,Location saisonnière,Gîte & Villa,,97430,Le Tampon,Trois Mares,"barbecue , fer et planche à repasser , vue montagne , sur réservation , grand espace , vue mer , linge de maison , parking , TV satellite , salon , wifi gratuit , lave vaisselle , lave linge privatif , micro-ondes , linge de toilette , douche , four , Cafetière , frigo , kitchenette équipée , sanitaires privés , terrasse , cuisine , salle à manger , salle de bain privée , salon de jardin , espace de restauration en extérieur , accès internet , serviettes. , cour clôturée , plaque de cuisson , sèche-cheveux , piscine commune , bouilloire , grille-pain","sentier de randonnée,commerce alimentaire,point de vue panoramique,sites touristiques,arrêt bus,poste - boite aux lettres,transports en commun,station service,pharmacie,boulangerie,banque - guichet automatique,Point chaud,stade de foot,médecin,tabac presse,coiffeur,centre commercial,commerces,Centre - Ville,pâtisserie,Gare routière,piscine,restaurants,piscine municipale,centre médical,hébergements,épicerie,Terrain de jeux pour enfants,aire de jeux,centre de bien-être,Toutes commodités,snack,parcours de santé","Virement,Espèces","français,anglais",,,,,larosa.therese@gmail.com,2,,"Située à mi chemin entre mer et montagne, LA VILLA ROSANNA est à Trois Mares, un quartier du Tampon avec un climat doux et très agréable. C'est un lieu calme propice au repos pour se ressourcer. Loin du stress du quotidien, LA VILLA ROSANNA est une invitation à une pause pour un moment intime à deux. Nous vous proposons trois appartements confortables, indépendantes et spacieuses : La Réunionnaise, L'Océan et Bleu Azur.","Le site vous fait profiter d'une vue plongeante sur la mer  et d'un magnifique coucher du soleil à admirer en amoureux, endroit paisible pour se détendre sur la plage de la piscine chauffée et prendre un verre sur votre terrasse ou balcon.
L'établissement se trouve proche de nombreux sites attractifs comme le sentier de Dassy, le bord de mer de Saint pierre avec sa plage, des parcours de santé, le Parc des Palmiers, pleins de lieux improbables,… et puis La plaine des Cafres qui donne accès au site du volcan et à de nombreux sentiers de randonnées et de promenades. 

En outre, les infrastructures, supermarchés, médecins, hôtels, restaurants, bars,… sont à proximité.","Depuis l'aéroport Roland Garros :
Itinéraire par les bas :
Sortir de l'aéroport et prendre la direction de Saint-Denis.
Ensuite, vous sortez de Saint-Denis en empruntant la route du littoral. 
Prendre la direction de Saint-Pierre. Ensuite, prendre la direction Le Tampon (RN3), environ 10 km.
Prendre la direction de Trois-Mares, vous continuerez à rouler sur la D3 jusqu'à arrivée à la mairie de Trois-Mares. Au rond-point, prendre le chemin Stéphane situé à gauche. Vous continuez à descendre le chemin et vous trouverez la rue BLAISE Pascal sur votre gauche. LA VILLA ROSANNA se situe à l'entrée de la rue, tout de suite à gauche.",,,21/6/2022,,#N/A,83814000200018,#N/A,#N/A,,,,,,,,,"-21.267713, 55.497769",,,,CSC500HT@,,,,,,,
83237123,Ti Natte,,,oui,sud,Saint-Philippe,"111 chemin de ceinture, 97442 Saint-Philippe - Mare-Longue",https://ti-natte.business.site/,Hébergement,Location saisonnière,Bungalow & Chalet,Parc National de la Réunion,97442,Saint-Philippe,Mare-Longue,"barbecue , climatisation , jacuzzi , vue mer , linge de maison , parking , salon , jardin , micro-ondes , wifi , douche , four , terrasse , salon de jardin , linge de toilette , cuisine , jardin arboré , serviettes. , veranda couverte , Cafetière , frigo , parking sécurisé , SPA","tunnels de lave,littoral,site - lieu culturel,forêt,jardin,pêche,restaurants,sentiers de randonnées,commerces,sites - lieux culturels,sites touristiques,route du volcan","Virement,Espèces,airbnb",français,,0692250752,,,stephen.reviron@orange.fr,3,3 Etoile(s),Ti Natte est un petit chalet indépendant de 31m² situé à quelques pas seulement des premiers sentiers forestiers de la forêt de Mare Longue à Saint Philippe.,"Idéal pour les couples amoureux de la nature, ce lodge meublé se compose comme suit : Une pièce à vivre composée d'une cuisine équipée (café et thé à dispo), d'un coin salon avec canapé-lit 2 personnes, TV, Wifi et climatisation, donnant sur une varangue munie d'un Spa 2 places haut de gamme pour vous relaxer. Une chambre climatisée avec un lit de 160x200 et dressing. Une salle d'eau équipée d'une grande douche 180x90, d'un lavabo et de toilettes avec douchette. A l’extérieur, une terrasse ombragée dotée d'un salon de jardin propice à la détente et d'un barbecue pour profiter de grillades en plein air. La cour accueille une place de stationnement privée et sécurisée ainsi qu'un jardin d'ornement.
Arrivée 15h00 - Départ 11h00",Sur la N2 prendre à gauche au chemin ceinture ou route forestière Mare Longue continuer tout droit sur chemin ceinture. Ti Natte se trouve sur votre gauche au 111 chemin Ceinture.,,,16/7/2021,,Mr Stephen REVIRON,43223574500085,"Mr Stephen REVIRON: 111 chemin de ceinture, 97442 Saint-Philippe ",Mr Stephen REVIRON : stephen.reviron@orange.fr - 0692250752,,,,,,,,,"-21.357721520408163, 55.74748422924956",,,,CSC443HT@,,,,,,,AD2R
reccRUqRPZ0v29qHD,Eric Le Forgeron,,,oui,sud,Le Tampon,"21  Chemin de la Grande-Ferme, 97418 Le Tampon - La Plaine des Cafres",,Loisirs - se divertir,Artisanat,Art & Artisanat,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"matériel pour l'activité , vue montagne , sur réservation , grand espace , vue mer","sentier de randonnée,équitation,site - lieu culturel,point de vue panoramique,forêt","Carte Bancaire,Chèque,Espèces","français,créole",0262 59 27 62,,,,eric.le.forgeron@gmail.com,25,,"Situé à la Plaine des Cafres, Le Forgeron propose un grand choix d'outils, une fabrication à l'ancienne de produits variés en fer forgé.","Taillandier et ferronnier, Eric Hoarau, passionné de la forge crée des produits contemporains avec des techniques presque aussi vieilles que l'histoire de l'homme. 

Visite possible de l'atelier sur réservation. Ouvert du lundi au vendredi de 08h30 à 12h et de 13h30 à 16h. Vente des objets sur commande.",Possibilité de visiter des ateliers sur résa,"Lundi , Mardi , Mercredi , Jeudi , Vendredi",,,,Mr Eric Hoarau,43454509100010,"Mr Eric Hoarau: 21 Chemin de la Grande-Ferme, 97418 La Plaine des Cafres ",Mr Eric Hoarau : eric.le.forgeron@gmail.com - 0692 66 03 38,,,,,,,,,"-21.215227, 55.589884",,,,,,,,,,,AD2R
recyNTh7vGAYgzmHO,Vacoamana,,,oui,sud,Saint-Joseph,"3  Impasse Camille Hoareau, 97480 Saint-Joseph - Jean Petit",,Loisirs - se divertir,Artisanat,Art & Artisanat,Milieu rural,97480,Saint-Joseph,Jean Petit,matériel pour l'activité,"sentier de randonnée,site - lieu culturel,point de vue panoramique,plage,sites touristiques,Bassin de Manapany","Espèces,Carte Bancaire","français,créole",0262 53 54 11,,,,vacoamana@gmail.com,,,"Tout le savoir faire local en tressage de Vacoas, traditionnel ou moderne","A la recherche des produits artisanaux 100% réunionnais, ne cherchez plus, vous êtes au bon endroit.

Madame TERGEMINA propose des ateliers de tressage de vacoa (jusqu'à dix personnes), un atelier peut aller jusqu'à trois heures (selon le nombre de participants). 

Vous aurez également la possibilité de découvrir les créations de Madame TERGEMINA (beaux paniers authentiques, pochettes artisanales en vacoa...) 

Possibilité de retrouver ses créations sur le marché forain de St-Joseph le vendredi matin.",Site du Four à Chaux de Manapany,"Lundi , Mardi , Mercredi , Jeudi",,,,Mme Nadège Tergemina,91010458700019,"Mme Nadège Tergemina: 3 Impasse Camille Hoareau, 97480 Saint-Joseph ",Mme Nadège Tergemina : vacoamana@gmail.com - 0692 61 77 48,,,,,,,,,"-21.3409375,55.6286004",,,,,,,,,,,AD2R
f18563bc,TRANSPORTANOU,,,oui,sud,Saint-Joseph,"35 rue des Foulards, 97480 Saint-Joseph - Saint Joseph",https://www.transportanou.com/,Transport,Services,VTC,,97480,Saint-Joseph,Saint Joseph,,,"Espèces,Carte Bancaire,Eurocard","français,créole",,0692006509,,,thierrymussard@gmail.com,5,,"TRANSPORTANOU est à votre disposition, et assure vos trajets dans le confort et à bon port. Souhaitez-vous arriver à destination à temps tout en profitant d'un trajet plaisant ? Vous êtes au bon endroit. Avec TRANSPORTANOU, vous bénéficiez d'un service transport serein et adapté à vos besoins. Un chauffeur sera mis à votre disposition pour effectuer vos déplacements (courses, transferts aéroports, voiture privée, excursions, rendez-vous d'affaires...).","Réservez dès maintenant et gagnez du temps ! Tarifs de base pour au minimum 2 personnes.

Les services proposés par TRANSPORTANOU sont les suivants :
- Transferts aéroports ;
- Excursions (découverte de l’île de la Réunion...)
- Différents circuits touristiques/culturels (en demi-journée à partir de 150€) ;
- Autres activités sur-mesure (prise en charge départ/arrivée randonnées…) ;
Autres types de courses à la demande (mise à disposition chauffeur + voiture…).",,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,18/4/2023,,Mr Thierry MUSSARD,83852162300028,"Mr Thierry MUSSARD: 35 rue des Foulards, 97480 Saint-Joseph ",Mr Thierry MUSSARD : thierrymussard@gmail.com - 0692006509,,,,,,,,,"-21.359370, 55.663369",,,,,,,,,,,
recWQ5fsS8jBPdiwd,Lianes de Jade,,,non,sud,Le Tampon,"16 Chemin Hermitage, 97430 Le Tampon - Trois Mares",,Hébergement,Location saisonnière,Appartement,Milieu rural,97430,Le Tampon,Trois Mares,"jeux , salon , salon de jardin , barbecue , fer et planche à repasser , piscine , vue montagne , vue mer , linge de maison , jardin , TV , linge de toilette , douche , four , Cafetière , frigo , wifi , terrasse , cuisine équipée , salle à manger , serviettes. , plaque de cuisson , baignoire , bouilloire , grille-pain , balcon","commerce alimentaire,arrêt bus,poste - boite aux lettres,station service,pharmacie,boulangerie,banque - guichet automatique,Point chaud","Espèces,booking","français,créole",,0692 91 51 11,,, gallylaurent@gmail.com,12,,Les Lianes de Jade - Appartement Tampon,"Offrant une vue sur la mer, les Lianes de Jade location propose un hébergement avec un balcon, une piscine extérieure, une cuisine équipée et un parking privé gratuit.

Cet appartement dispose de 3 chambres, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un réfrigérateur et un four, ainsi que d'une salle de bains pourvue d'une douche. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.

Un barbecue est à votre disposition sur place.","Prendre la sortie chemin Hermitage au niveau du rond point de la clinique vétérinaire des Trois Mares, l'hébergement se trouve sur la droite au numéro 16.",,,,,Mr Laurent GALLY,44854622600029,"Mr Laurent GALLY: 16 Chemin Hermitage, 97430 Le Tampon - Trois Mares",Mr Laurent GALLY : gallylaurent@gmail.com - 0692 70 40 22,,,,,,,,,"-21.263851, 55.509610",,,,CSC257HT@,,,,,,,
79b55a85,Bijouterie Robert J 974,,,non,sud,Le Tampon,"206F rue du coin tranquille, 97418 Le Tampon - La Plaine des Cafres",https://www.bijouterierobertj974.com/,Loisirs - se divertir,Artisanat,Artisanat bijoux,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"vue montagne , grand espace , vue mer , ateliers , boutique","point de vue panoramique,forêt,sites touristiques,arrêt bus","Espèces,Carte Bancaire","français,créole",,0692 53 16 48,,,bijouterierobert.j974@gmail.com,10,,Vente de bijoux artisanal local 974,"Nous sommes une bijouterie Artisanale basée à la Plaine des Cafres. Depuis plusieurs années nous valorisons les produits de la Réunion tels que le Bois de Tamarin, La Lave volcanique, Les Goyaviers, Les Letchis, Les Filaos, L'ivoire végétale et Les roches de rivière.

Notre travail reconnu a été labellisé et nous sommes fiers de promouvoir notre savoir-faire sur notre belle ile de la Réunion. 


Tous nos produits sont fabriqués dans une idéologie éco-responsable pour préserver la richesse que nous donne la nature.


Nous réalisons aussi des bijoux sur mesure personnalisés pour vos événements (mariage, communion, anniversaire...) en collaboration avec d'autres Artisans locaux ce qui favorise la transmission de nos techniques de fabrication.

Dès juillet 2023, ouverture d'une boutique sur place et ateliers d'initiation à la création de pilons traditionnels en roche
Ateliers : 15 euros par personne pour 1h, sur réservation",Situé dans le quartier du Coin Tranquille,"Lundi , Mardi , Jeudi , Vendredi",,9/6/2023,,Mr Josian ROBERT,75205406400015,"Mr Josian ROBERT: 206 rue du coin tranquille, 97418 La Plaine des Cafres ",Mr Josian ROBERT : bijouterierobert.j974@gmail.com - 0692 53 16 48,,,,,,,,,"-21.239230, 55.563668",,,,,,,,,,,
recBHofXS36EJHBsE,Studio Caloupilé,,,oui,sud,Le Tampon,"9 Rue du Général Bonnier, 97430 Le Tampon",,Hébergement,Location saisonnière,Studio,,97430,Le Tampon,,,,"Chèques vacances,Espèces,Carte Bancaire","français,anglais,Turc",0262024987,,,,caloupile@outlook.com,2,2 Etoile(s),"Situé au Tampon, le Caloupilé propose un studio entièrement équipé pouvant accueillir 2 personnes.
Vous aurez accès à la piscine commune aux clients des chambres d'hôtes, située dans le jardin et chauffée toute l'année. Vous pourrez vous y prélasser dans un transat en profitant de la magnifique vue sur la mer.","Le studio est pourvu d'une terrasse privée et abritée où vous pourrez prendre vos repas. 

Il dispose du wifi gratuit, d'une terrasse privée, d'une planche et fer à repasser, , d'une télévision, de sanitaires privés et d'une kitchenette. A l'extérieur, possibilité de profiter des aménagements communs tels que de la piscine chauffée, d'un parking privé, d'une machine à laver commune (payante) et d'un barbecue.",,,,,,Mme Alice Gevez,83788306500018,"Mme Alice Gevez: 9 Rue du General Bonnier, 97430 Le Tampon ",Mme Alice Gevez : caloupile@outlook.com - 0693116657,,,,,,,,,"-21.262764, 55.524463",,,,CSC269HT@,,,,,,,
recqYZHLP3govSfwM,Le Bungalow du Puits ,,,oui,sud,Saint-Philippe,"81 Route Nationale 2 Baril, 97442 Saint-Philippe",,Hébergement,Location saisonnière,Bungalow & Chalet,Milieu rural,97442,Saint-Philippe,,"micro-ondes , salle de bain , lave-linge , barbecue , TV , cuisine",,"Chèque,Espèces","français,anglais",0262565297,,,,benard.yoland@gmail.com,6,,"Dans le Sud Sauvage à Saint-Philippe, à proximité de nombreux sites touristiques.","Le Bungalow du Puits propose un hébergement pouvant accueillir 6 personnes, le bungalow dispose de 2 chambres.
Accès aux personnes à mobilité réduite.","En venant le l'ouest, après Basse Vallée, prendre la direction Le Baril, tourner à gauche en face du Puits des Anglais.",,,,,Mr Yoland Bénard,52123087000029,"Mr Yoland Bénard: 81 RN2, 97442 Saint-Philippe ",Mr Yoland Bénard : benard.yoland@gmail.com - 0692738298,,,,,,,,,"-21.368363, 55.731758",,,,CSC11HTB,,,,,,,AD2R
65396ef9,Les 7 Jardins,,,non,sud,Entre-Deux,"25 rue Loulou Bardeur, 97414 Entre-Deux - Entre-Deux",,Hébergement,Location saisonnière,Appartement,Village,97414,Entre-Deux,Entre-Deux,"fer et planche à repasser , vue montagne , vue mer , linge de maison , parking , ventilateur , salon , jardin , TV , wifi gratuit , lave linge privatif , micro-ondes , linge de toilette , douche , four , Cafetière , frigo , terrasse , bibliothéque , salle à manger , Lit parapluie sur demande , cour clôturée , sèche-cheveux , bouilloire , grille-pain","sentier de randonnée,sentier de grande randonnée,site - lieu culturel,point de vue panoramique,sites touristiques,arrêt bus,jardin,transports en commun,station service,pharmacie,boulangerie,banque - guichet automatique,Point chaud,stade de foot,médecin,tabac presse,piscine municipale","Chèque,Virement,Espèces","français,créole,anglais",,0692 88 08 26,,,g.belmas@wanadoo.fr,4,,Belle maison créole à proximité du village,"Situé dans le village de l'Entre-Deux, Les 7 Jardins proposent la location d'un appartement tout confort de 60 m² dans une maison créole tout en bois. Le logement dispose de 2 chambres doubles, d'un salon, d'une cuisine équipée et d'une grande terrasse pouvant accueillir 4 personnes.  Vue panoramique sur le village, proche des sentiers familiaux et de randonnées.
Parking disponible pour un véhicule",Une fois arrivé au village de l'Entre-Deux prendre la direction de la ravine des citrons puis prendre la première rue à droite. La maison se trouve au numéro 25.,,,15/11/2021,,Mme Geneviève BELMAS,,"Mme Geneviève BELMAS: 25 rue Loulou Bardeur, 97414 Entre-Deux ",Mme Geneviève BELMAS : g.belmas@wanadoo.fr - 0692 88 08 26,,,,,,,,,"-21.248963, 55.473231",,,,CSC10HTA,,,,,,,AD2R
033f1b3a,Location saisonnière Ti Kaze Créole,,,non,sud,Le Tampon,"398 rue des Flamboyants, 97430 Le Tampon - Trois Mares",https://location-saisonniere-ti-kaze-creole.odoo.com/?fbclid=IwAR2po_JiOIe_VcRUQ3K_gZyZE7ajJpRxeAkPjk6-EwqIHjUxjU4RDaXpce8,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97430,Le Tampon,Trois Mares,"équipement bébé , brasseurs d'air , surveillance caméra , barbecue , fer et planche à repasser , piscine , jardin , lave linge privatif , TV , vue montagne , grand espace , linge de maison , parking , salon , lave vaisselle , micro-ondes , linge de toilette , douche , four , Cafetière , frigo , wifi , terrasse , cuisine , bibliothéque , cuisine équipée , billard , salle à manger , Lit parapluie sur demande , aire de jeux pour enfant , salon de jardin , jardin arboré , cour clôturée , veranda couverte , tout équipé , sèche-cheveux , espace de restauration en extérieur , cuisine au bois , jardin clôturé , parking sécurisé , jeux","salle de sport,point de vue panoramique,arrêt bus,tabac presse,restaurants,snack","Chèque,Virement,Espèces,booking","français,créole,anglais",,0692 36 43 50,,,legros.marie97430@gmail.com,12,,Venez découvrir l'île intense chez Marie,"Grande maison créole avec une grande cour, jardin arboré (arbres fruitiers divers), équipé d'une piscine (partagé)
Grande terrasse équipée de tables et chaises avec billard, cuisine au feu de bois
Grand jardin avec espace de détente et jeux pour enfants (trampoline, balançoire..)
Parking
Grand espace idéal pour recevoir une grande famille, 4 chambres pouvant recevoir jusqu'à 12 personnes
Vue montagne","Sur la route des 400 continué vers la ZI des Trois Mares,  prendre à gauche sur la rue des Flamboyants. 
La maison se trouve sur la gauche premier portail marron de l'allée 
L'entrée du parking se trouve au niveau du portail est donne sur la route directement.",,,7/7/2023,,Mme Marie Mimose LEGROS,95222789000011,"Mme Marie Mimose LEGROS: 398 rue des Flamboyants, 97430 Le Tampon ",Mme Marie Mimose LEGROS : legros.marie97430@gmail.com - 0692 36 43 50,,,,,,,,,"-21.263891, 55.489411",,,,CSC580HTM,,,,,,,
03fb5fcc,Le Liseron Créole,,,non,sud,Saint-Joseph,"21 impasse des Liserons, 97480 Saint-Joseph - Butor",,Hébergement,Location saisonnière,,,97480,Saint-Joseph,Butor,"parking , climatisation , vue montagne , sur réservation , linge de maison","centre commercial,site - lieu culturel,point de vue panoramique,sites touristiques,Bassin de Manapany,arrêt bus,transports en commun,commerces,station essence,centre ville de Saint-Joseph,boulangerie,pâtisserie,banque - guichet automatique,Gare routière,restaurants,hébergements,Point chaud,Toutes commodités",,"français,créole",,,,,leliseroncreole@gmail.com,6,,"Situé entre Terre, Mer et Rivière, Le Liseron Créole, est un appartement qui vous offrira une belle vue sur la montagne.","Cet appartement climatisé comprend deux chambres, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une baignoire. Les serviettes et le linge de lit sont fournis.",,,,3/1/2023,,Mr Fridelin GRONDIN,909722563,"Mr Fridelin GRONDIN: 21 impasse des Liserons, 97480 Saint-Joseph ",Mr Fridelin GRONDIN : leliseroncreole@gmail.com - 06 93 80 96 92,,,,,,,,,"-21.381903, 55.613737",,,,CSC551HTK,,,,,,,
recCnuIMDBBKcIbhh,Les Agapanthes ,,,oui,sud,Le Tampon,"89  Chemin Isautier, 97430 Le Tampon",http://www.lesagapanthes.re,Hébergement,Location saisonnière,Bungalow & Chalet,,97430,Le Tampon,,"barbecue , fer et planche à repasser , lave linge collectif , linge de maison , parking , TV satellite , ventilateur",,"Chèque,Espèces",français,0262572014,,,,lois.irena@wanadoo.fr,8,,L'hébergement LES AGAPANTHES est localisé dans le sud de l'île au Tampon. LES AGAPANTHES proposent deux bungalows entièrement équipés situés à proximité de la maison du propriétaire.,Les 2 logements peuvent accueillir 4 personnes chacun. Kiosque mis à disposition pour soirée. Buanderie avec lave-linge.,"Depuis Saint-Pierre, suivre la Nationale 3 en direction du Tampon. Arrivé au Tampon, prendre la première sortie au rond-point, au deuxième rond-point prendre la deuxième sortie, puis au troisième rond-point la deuxième sortie et au quatrième rond-point la troisième sortie, suivre le boulevard Général de Gaulle jusqu'au bout, au rand-point prendre la première sortie chemin Isautier et continuer jusqu'au n°89.",,,,,Mr Loïs Payet,53157715300012,"Mr Loïs Payet: 89 Chemin Isautier, 97430 Le Tampon ",Mr Loïs Payet : lois.irena@wanadoo.fr - 0692402155,,,,,,,,,"-21.264357, 55.518102",,,,CSC127HTJ,,,,,,,
425e2aea,Dolly La Fêe,,,non,sud,Saint-Joseph,"4 Impasse de Vigny, 97480 Saint-Joseph - Les Jacques",,Restauration,Autre type de restauration,Atelier cuisine,Milieu rural,97480,Saint-Joseph,Les Jacques,"sur réservation , espace de restauration , restauration , matériel pour l'activité , ateliers",,Espèces,"français,créole",,,,,irenegrunig@gmail.com,8,,Cuisine végétale - faites voyager vos papilles,"Dolly propose des ateliers de cuisine végétale (se déplace sur les évènements + apporte son matériel)
Ateliers culinaires les mardis et mercredis matin à Carrement Pizza (St Jo)
Les ateliers se font à partir de 2 personnes - 8 personnes max
Sur réservation

3 pax / heure : 20€/pp
à partir de 4 personnes c'est 15€/pp
> menu complet environ 2h/2h de préparation 

Les clients repartent avec leur plat. 

Immersion au pays des fruits et légumes. 

Elle propose également des paniers pique-nique frais.","34 Rue Du Général Lambert, Saint-Joseph","Mardi , Mercredi , Jeudi , Dimanche",,20/7/2023,,Mme Dolly ALBAC,44340406600054,"Mme Dolly ALBAC: 4 Impasse de Vigny, 97480 Saint-Joseph ",Mme Dolly ALBAC : irenegrunig@gmail.com - 0693 63 05 27,,,,,,,,,"-21.374441, 55.630650",,,,,,,,,,,
