import_batch_id,staging_object_key,staging_actor_key,interaction_type,direction,status,subject,body,source,occurred_at,resolved_at,is_actionable,demand_topic_code,source_sheet,raw_source_data,resolution_status,is_approved
old-data-berta2-all-20260501-01,reczhuWwdniGCsFk9,SéJo8888lb,note,internal,planned,Demande signalétique,devait récupérer ces panneaux !!! en 2019,import_berta2_crm,2019-12-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""90cfcf3b"",""Prestataires"":""SéJo8888lb"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""devait récupérer ces panneaux !!! en 2019"",""Humeur"":""🤔"",""Date"":""16/12/2019"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""reczhuWwdniGCsFk9"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,0cfcf8dd,ac3f437d,note,internal,planned,Demande signalétique,présence de 2 panneaux fortement dégradés sur la route principale + demande d'ajout d'un panneau à l'entrée de l'impasse -> ATTENTION changement de nature : chambre d'hôtes + table d'hôtes!,import_berta2_crm,2021-01-09 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""a26b80de"",""Prestataires"":""ac3f437d"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":""Nouveaux panneaux , Dégradation d'un panneau signalétique"",""Message"":""présence de 2 panneaux fortement dégradés sur la route principale + demande d'ajout d'un panneau à l'entrée de l'impasse -> ATTENTION changement de nature : chambre d'hôtes + table d'hôtes!"",""Humeur"":""🤔"",""Date"":""09/01/2021"",""Interlocuteur"":""m.lallement@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""0cfcf8dd"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec1YVOft2oXH4wUP,LeMu2704ll,note,internal,done,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,2021-12-09 00:00:00,false,Demande signalétique,CRM,"{""ID"":""1976f364"",""Prestataires"":""LeMu2704ll"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""Traitée"",""Taiter_Date"":""09/12/2021"",""Humeur_apres"":"""",""Object_id"":""rec1YVOft2oXH4wUP"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec7PV8VcVqwUZH52,KGe628401,note,internal,done,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,2021-12-09 00:00:00,true,Demande signalétique,CRM,"{""ID"":""a984cfc9"",""Prestataires"":""KGe628401"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""Traitée"",""Taiter_Date"":""09/12/2021"",""Humeur_apres"":"""",""Object_id"":""rec7PV8VcVqwUZH52"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recfS3ibqtiRSEOVy,MaMa5402f9,note,internal,done,Demande signalétique,1F Pré SIL à l'entrée (chez dan's),import_berta2_crm,2021-06-16 00:00:00,2021-11-30 00:00:00,true,Demande signalétique,CRM,"{""ID"":""32c44d31"",""Prestataires"":""MaMa5402f9"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""1F Pré SIL à l'entrée (chez dan's)"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""Traitée"",""Taiter_Date"":""30/11/2021"",""Humeur_apres"":"""",""Object_id"":""recfS3ibqtiRSEOVy"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec32hF9oHx4POksO,AlCl8009JW,note,internal,done,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,2021-10-25 00:00:00,true,Demande signalétique,CRM,"{""ID"":""242662c8"",""Prestataires"":""AlCl8009JW"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""Traitée"",""Taiter_Date"":""25/10/2021"",""Humeur_apres"":"""",""Object_id"":""rec32hF9oHx4POksO"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recBZmfIOETXxEgxz,ViRa4158Qg,note,internal,planned,Demande signalétique,RAJOUT DE PANNEAU A L ENTREE DE LA DEPARTEMENTALE 37 OK JALONNEMENT,import_berta2_crm,2021-06-16 00:00:00,,false,Demande signalétique,CRM,"{""ID"":""b69f974c"",""Prestataires"":""ViRa4158Qg"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""RAJOUT DE PANNEAU A L ENTREE DE LA DEPARTEMENTALE 37 OK JALONNEMENT"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recBZmfIOETXxEgxz"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rece9uELyn8ZtWYFS,NaDa8193QY,note,internal,done,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""9ee850a3"",""Prestataires"":""NaDa8193QY"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""Traitée"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""rece9uELyn8ZtWYFS"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recQd1WP7LlNdLABE,PaJe7231KG,note,internal,planned,Demande signalétique,panneua,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""22280075"",""Prestataires"":""PaJe7231KG"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneua"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recQd1WP7LlNdLABE"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recZYCbaJbEYDPyJv,OrLa1429Q1,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""3cdf46ec"",""Prestataires"":""OrLa1429Q1"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recZYCbaJbEYDPyJv"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recYbHociWIhHmnT3,GrMa6340W5,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""01d669a6"",""Prestataires"":""GrMa6340W5"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":""Nouveaux panneaux"",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recYbHociWIhHmnT3"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recvVfwpQJxSLM8gw,DaFa4620tI,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""af922f9e"",""Prestataires"":""DaFa4620tI"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recvVfwpQJxSLM8gw"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recbTjQjQZULrhTNx,HoJo8268Xl,note,internal,planned,Demande signalétique,Panneaux à refaire avec les 3 étoiles,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""38d9ef7d"",""Prestataires"":""HoJo8268Xl"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":""Réfection de panneaux"",""Message"":""Panneaux à refaire avec les 3 étoiles"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recbTjQjQZULrhTNx"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recd0bjcfRVLbyOCv,MaWi9578XX,note,internal,planned,Demande signalétique,Panneaux à refaire avec les 3 étoiles,import_berta2_crm,2021-06-16 00:00:00,,false,Demande signalétique,CRM,"{""ID"":""eaa4afbb"",""Prestataires"":""MaWi9578XX"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""Panneaux à refaire avec les 3 étoiles"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recd0bjcfRVLbyOCv"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recuTyBQOgIlWc2zY,PaMa1433uR,note,internal,planned,Demande signalétique,RELANCE 07/20,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""16584eb5"",""Prestataires"":""PaMa1433uR"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""RELANCE 07/20"",""Humeur"":""😡"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recuTyBQOgIlWc2zY"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recKsK9PlCgoN4rKl,TéJe6321tE,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""d3064e05"",""Prestataires"":""TéJe6321tE"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recKsK9PlCgoN4rKl"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recEzq2hgXZ6iiKZQ,GaMa1370Mo,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""56c7e628"",""Prestataires"":""GaMa1370Mo"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recEzq2hgXZ6iiKZQ"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec7A3PQcyu4JvIDU,RiFr6919ed,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""00b59ea6"",""Prestataires"":""RiFr6919ed"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""rec7A3PQcyu4JvIDU"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recWQ5fsS8jBPdiwd,LaGA40229X,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""56750bfd"",""Prestataires"":""LaGA40229X"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recWQ5fsS8jBPdiwd"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recIzjbG6ZkQo1moe,LeMa9948ee,note,internal,planned,Demande signalétique,panneua,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""cf44fc0f"",""Prestataires"":""LeMa9948ee"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneua"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recIzjbG6ZkQo1moe"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec2VkaNFgTUZQarj,VaMa4332wy,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""d488aff3"",""Prestataires"":""VaMa4332wy"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""rec2VkaNFgTUZQarj"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recUK1QpO3MfbSSCs,AbAl73943i,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,false,Demande signalétique,CRM,"{""ID"":""cb44e209"",""Prestataires"":""AbAl73943i"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recUK1QpO3MfbSSCs"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recmdf4qFuVVyaFav,FoJe4605lq,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""f91bee50"",""Prestataires"":""FoJe4605lq"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recmdf4qFuVVyaFav"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recuP0b6rC8FOEl7B,BoBe4284fh,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""551a1022"",""Prestataires"":""BoBe4284fh"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recuP0b6rC8FOEl7B"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,reck1OmyoDIaptBoz,LaEl8129eV,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,false,Demande signalétique,CRM,"{""ID"":""c78f665c"",""Prestataires"":""LaEl8129eV"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""reck1OmyoDIaptBoz"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,recOk422JMgj9tU8L,PeIs4458oV,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""9266588c"",""Prestataires"":""PeIs4458oV"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""recOk422JMgj9tU8L"",""Traitable"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,rec5Xr38CzqCc6d1f,JoQu5523aZ,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,false,Demande signalétique,CRM,"{""ID"":""cbc26315"",""Prestataires"":""JoQu5523aZ"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":""Nouveaux panneaux"",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""rec5Xr38CzqCc6d1f"",""Traitable"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,reciGIyqrmQbuFTkC,DuCy4285eR,note,internal,planned,Demande signalétique,panneau,import_berta2_crm,2021-06-16 00:00:00,,true,Demande signalétique,CRM,"{""ID"":""1de27681"",""Prestataires"":""DuCy4285eR"",""Nom_Presta"":"""",""Objet_du_Contact"":""Demande signalétique"",""Sous-catégorie"":"""",""Message"":""panneau"",""Humeur"":""🤔"",""Date"":""16/06/2021"",""Interlocuteur"":""e.terral@otisud.com"",""Status"":""A traiter"",""Taiter_Date"":"""",""Humeur_apres"":"""",""Object_id"":""reciGIyqrmQbuFTkC"",""Traitable"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
