ID,Prestataires,Nom_Presta,Objet_du_Contact,Sous-catégorie,Message,Humeur,Date,Interlocuteur,Status,Taiter_Date,Humeur_apres,Object_id,Traitable;
d3064e05,TéJe6321tE,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recKsK9PlCgoN4rKl,TRUE;
56132ead,GéMi0953jP,,Demande signalétique,Nouveaux panneaux,panneau,🤔,16/06/2021,e.terral@otisud.com,Traitée,17/02/2025 00:00:00,,recNdYUMBvLOiGjBx,TRUE;
56c7e628,GaMa1370Mo,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recEzq2hgXZ6iiKZQ,;
00b59ea6,RiFr6919ed,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec7A3PQcyu4JvIDU,;
56750bfd,LaGA40229X,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recWQ5fsS8jBPdiwd,;
cf44fc0f,LeMa9948ee,,Demande signalétique,,panneua,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recIzjbG6ZkQo1moe,TRUE;
d488aff3,VaMa4332wy,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec2VkaNFgTUZQarj,;
cb44e209,AbAl73943i,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recUK1QpO3MfbSSCs,FALSE;
f91bee50,FoJe4605lq,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recmdf4qFuVVyaFav,;
551a1022,BoBe4284fh,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recuP0b6rC8FOEl7B,;
c78f665c,LaEl8129eV,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,reck1OmyoDIaptBoz,FALSE;
9266588c,PeIs4458oV,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recOk422JMgj9tU8L,TRUE;
cbc26315,JoQu5523aZ,,Demande signalétique,Nouveaux panneaux,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec5Xr38CzqCc6d1f,FALSE;
1de27681,DuCy4285eR,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,reciGIyqrmQbuFTkC,;
f7e1baa2,LeJe0933Cy,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recLwYJ5mSKfz2cY4,TRUE;
67d6cf54,AdJe0544bj,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recl3YsjDvax0JOqx,TRUE;
884ebd8e,AsCh9555vy,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec3cYtpyPGVh6TPv,;
1c670339,DiDa12485d,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rectkcd9c376ecSPi,TRUE;
07d92c6b,HoGé7643VC,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recfu2qVCsgCe5hXW,TRUE;
c02fb07f,BeCl0711jg,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recuzXY9up4hotU42,TRUE;
317c8ffd,MaVé7941kg,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recxVLH3rUogl9vrc,;
2a6bea44,MuMe93848g,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec8Me15UborYXZbY,;
b9386ca2,MaSt3380XT,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recR9kjiaOAoduSpN,FALSE;
555a33dd,PaPa0790z5,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recahr7MiYZML3KgU,;
fdb36054,WoPa3647Jb,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec3Z4Wn2JbHxb2lU,TRUE;
39437c07,BoJo1826w3,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recCpFmi9ztG9pA4Q,TRUE;
d6105844,KJo1983ZW,,Demande signalétique,,nancy,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recLct4mRjovxuIkV,FALSE;
78f2329b,BoCa1356iz,,Demande signalétique,,panneau rougail rando,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recQ92NHVqgQnEXJ1,;
6f099163,BéYo8298a4,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recqYZHLP3govSfwM,FALSE;
e882f877,PaGa4457jf,,Demande signalétique,Nouveaux panneaux,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec3mYOqM2ldm5hdI,;
fc2f00f4,HoJu8123xa,,Demande signalétique,Nouveaux panneaux,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec2hFEtbYDCJhExh,FALSE;
e0d50996,RiJe1349sl,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recUu7UCrEm9QqdId,TRUE;
005bbbc1,PaOl4040Ct,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recaDnwM100hMyG5t,FALSE;
2e17f8e0,FoMa0991c9,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,rec153kqdkp8MR6eW,;
7f0ef14b,FoMé85754t,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recm53UKPJEM8TVIS,;
27c0608a,ToJa1270M2,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recbxDUTpoIJrKiVq,FALSE;
312cddc0,hAr7621FF,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recKw9Ovn2xu93E1C,FALSE;
5464a843,MaMa0833LW,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recb5EMH9K8Qtm9Ze,;
38d6255b,PaDo4721N9,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recsyXbRKSA67ITRW,FALSE;
0b1874ba,BoFa5601gs,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recOgVXEaxn2YOO2r,TRUE;
45f669f0,LeLy8180pm,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,Traitée,19/04/2026 00:00:00,,rec6JNIwdrCJBAFrN,FALSE;
f20e6fb7,PaMa7978gy,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recUOCYFvmBoqRPQ9,;
83e531e3,HoSa1405jo,,Demande signalétique,Mauvais jalonnement,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recTBMgPtpK8Hawt3,;
34168eed,HeDe69965L,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recD5BtUZul1AMUmq,TRUE;
df25718a,DuAl8215Wg,,Demande signalétique,,panneau les vanilliers,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recVdXu0rsUHbC1PP,TRUE;
7abe3a94,HoLo41563N,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recIap1BQMVhc9iDo,;
1bafb367,GrNa8477WT,,Demande signalétique,,panneau,🤔,16/06/2021,e.terral@otisud.com,A traiter,,,recwJL4wMZc8BUN4B,TRUE;
"83462889,AbAl73943i,,Demande signalétique,,""0692 60 73 94 - SIGNALETIQUE : Madame a fait une demande y'a 2 ans lors de son inscription, elle n'a pas de panneau elle est obligée d'aller chercher les clients dans la rue. A eu PAK au téléphone qui lui a confirmé que c'était ok, a déjà donné le nombre de panneaux et le jallonnement."",😡,02/07/2021,a.mir@otisud.com,A traiter,,,recUK1QpO3MfbSSCs,";
729b487b,PaGu3364O2,,Demande signalétique,,Nouvelle demande de panneau,🤔,08/07/2021,m.lallement@otisud.com,A traiter,,,rectSsyrYK0HPQkcn,;
00021f65,ScPh2000FB,,Autres,,N'est plus propritéraire. A supprimer !,😃,13/07/2021,l.bardil@otisud.com,Traitée,16/07/2021,,rec5vqdPwSdrFzsvs,;
e44c4f57,dabf8da5,,Demande signalétique,,Nouvelle demande,🤔,19/07/2021,m.lallement@otisud.com,A traiter,,,83237123,TRUE;
8583a4f2,15f8de28,,Demande signalétique,,Nouveau panneau,🤔,02/08/2021,m.lallement@otisud.com,A traiter,,,558a72e5,FALSE;
49d0c7e9,HuJo6155WM,,Fermeture provisoire,,Fermeture de la structure en raison de travaux,😃,13/08/2021,d.allart@otisud.com,Traitée,04/10/2021,,recI8HW0JOu8UrmFs,;
602eb3b6,LaRu94142r,,Fermeture provisoire,,Rudy nous informe de la fermeture de son activité le temps du des mesures du confinement.,🤔,13/08/2021,d.allart@otisud.com,Traitée,01/10/2021,,recMgWQrTWMVok83m,;
3c1de691,FeSi3253V7,,Modification infos BDD,,Structure fermée depuis plus d'un an,😡,27/08/2021,c.pose@otisud.com,Traitée,29/04/2024 00:00:00,,recONWdQ6yv572GlY,;
"7e1ab224,SeJe3457kd,,Autres,,""L'adresse mail entrée pour ce prestataire est invalide : jeannick.sery@orange.fr";
"-> Message d'erreur quand on essaie de le contacter par mail"",🤔,27/08/2021,m.lallement@otisud.com,Traitée,21/09/2021,,recC3g4FIKoa4HtNL,";
c7cc59e2,KiCh8378Go,,Modification infos BDD,,Ce prestataire n'est pas domicilié à Entre-Deux mais au Tampon,😃,30/08/2021,l.bardil@otisud.com,Traitée,01/10/2021,,recw7koVvxLQYlR3r,;
25a7b8f4,MoMa10212m,,Demande signalétique,,Souhaite faire changer ses panneaux : abîmés,😃,01/09/2021,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,recgIBIb9zwi9yZoN,TRUE;
c3e44878,72A8FE0087,,Demande signalétique,,Demande d'installation d'un panneau à l'entrée de sa ruelle,😃,01/09/2021,m.lallement@otisud.com,A traiter,,,recyyAOrP5ABYe0Qk,FALSE;
"8c503d68,MeVi55496Y,,Modification infos BDD,,""Cet établissement n'est pas un camping, il s'agit d'un hébergement insolite, accueillant 2 adultes et 1 enfant. Merci de modifier en location saisonnière."",😃,02/09/2021,a.turpin@otisud.com,Traitée,07/02/2026 00:00:00,,recwp3fai3XFHnqBH,";
43bfb5f2,LeLy8180pm,,Promotion SIT (reunion.fr),,Demande d'accompagnement SIT reçue sur le mail prestataires@otisud.com,😃,06/09/2021,m.lallement@otisud.com,Traitée,19/04/2026 00:00:00,,rec6JNIwdrCJBAFrN,;
"a0473281,4381FE,,Promotion Facebook,,""Mail reçu sur prestataires@otisud.com : """" Bonjour, le constat de ce jour est le retour de nombreux visiteurs qui déplorent un manque de visibilité (référencements) de mon atelier à Entre-Deux. N'étant moi même pas experte en communication, je me permets de ce fait vous faire une demande de lumière sur mon activité avec éventuellement un article sur le magazine explore, un lien vers mon site internet http://ceramiques.re/   ou d'autres idées si vous en avez.";
Je vous remercie par ailleurs pour le travail d'investigation que vous menez sur le beau territoire réunionné. ;
"Cordialement, Claire Falconnet """""",🤔,07/09/2021,m.lallement@otisud.com,Traitée,20/09/2021,,recbqR9yn4YRURgzC,";
"3083d56b,4381FE,FALCONNET Claire,Promotion Facebook,,""Madame Falconnet, nous a contacté par téléphone au BIT de l'Entre-Deux, car elle souhaiterai que nous fassions la promotion de sa structure. Nous l'avons redirigé vers le service prestataire en lui transmettant l'adresse mail et nous lui avons proposé d'effectué une publication sur notre page Fb"",🤔,07/09/2021,d.allart@otisud.com,Traitée,07/09/2021,,recbqR9yn4YRURgzC,";
f6502414,0a6ed1a8,,Accompagnement taxe de séjour,,Demande de RDV (bureau) : accompagnement à la télédéclaration,😃,13/09/2021,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,4ab919e9,;
196213fb,ChSo7912tU,,Demande signalétique,,Est passée par GDF > ET > AM (via prestataires),😃,13/09/2021,a.mir@otisud.com,A traiter,,,recZx01uZHg0R4TGL,;
fcb54cf2,HuJe6704Xh,,Accompagnement taxe de séjour,,Accompagnement à la télédéclaration,😃,14/09/2021,m.lallement@otisud.com,Traitée,14/09/2021,,rece1XBgoGwbCwzpe,;
"5c020fa8,FoPa09012g,,Demande d'attestation OTI,,""Monsieur Fontaine, nous a contacté afin que l'OTI Sud lui délivre une attestation d'adhésion à notre société et qu'il est bien présent de ce fait dans notre BDD. Ce document lui permettra de justifier sa demande d'aide FSN."",😃,16/09/2021,d.allart@otisud.com,Traitée,20/09/2021,,recK7OqJ0GoZM2zxL,";
"e223443f,62b4795e,,Accompagnement taxe de séjour,,""Infos sur l'activation de compte + télédéclaration + indique qu'elle n'a pas encore ouvert son hébergement car toujours en travaux jusqu'à la fin du mois (sept.) normalement.";
"J'ai dû lui renvoyer ses docs TDS et son courrier d'ouverture par mail car elle ne l'avait plus."",😃,17/09/2021,m.lallement@otisud.com,Traitée,19/04/2026 00:00:00,,5cbfdc99,";
f8a1f34a,ChJe16040m,,Accompagnement taxe de séjour,,Accompagnement à la télédéclaration + infos reversements,😃,17/09/2021,m.lallement@otisud.com,Traitée,9/6/2024 00:00:00,,recYpBGyyhiGOZw0A,;
470ac1ac,NaMa52817P,,Accompagnement taxe de séjour,,Renvoi de ses documents TDS (courrier code + docs tarifaires) voir pour fixer un RDV de formation au bureau si besoin (après le 27/09),🤔,17/09/2021,m.lallement@otisud.com,Traitée,05/10/2021,,rec5VZhd6zBZNeCk5,;
"f8db9eb8,ChSo7912tU,,Labels et classements étoiles,,""Demande d'infos au sujet des labels et classement : projet de classement étoiles en cours, a déjà contacté GDF mais aimerait rencontrer les autres organismes"",🤔,17/09/2021,m.lallement@otisud.com,Traitée,22/9/2021,,recZx01uZHg0R4TGL,";
ecb52003,ChSo7912tU,,Promotion Facebook,,mail envoyé à prestataires suite à son appel : demande promo Explore + FB,😭,17/09/2021,m.lallement@otisud.com,Traitée,21/09/2021,,recZx01uZHg0R4TGL,;
e5342c5e,ChSo7912tU,,Promotion SIT (reunion.fr),,Mail envoyé à @prestataires suite à son appel : demande à ce que ses photos soient mises à jour sur reunion.fr / Elle doit nous les renvoyer par mail,🤔,17/09/2021,m.lallement@otisud.com,Traitée,20/09/2021,,recZx01uZHg0R4TGL,;
ec441d4e,ChSo7912tU,,Promotion Facebook,,DEMANDE DE PROMOTION FB > Solène GEORGES,😭,20/09/2021,a.mir@otisud.com,Traitée,04/11/2021,,recZx01uZHg0R4TGL,;
6043faaa,108f8b77,,Porteur de projet(s),,Madame FORMAN nous a envoyé son cerfa par mail et souhaite être accompagnée sur toutes les prestations possibles. AMIR a envoyé demande de siganlétique et demande SIT et compléments d'infos pour bdd bertel,😃,20/09/2021,a.mir@otisud.com,Traitée,20/09/2021,,f97d103d,;
"082912f2,e10b60a7,,Porteur de projet(s),,""Mr Baret souhaite réaliser des visites guidées dans le territoire du sud, en voiture (maximum 4 personnes) et demande quelles sont les démarches administratives et légales, que doivent-ils mettre en place pour faire cette activité dans les normes (visite culturelles, historique)."",😃,21/09/2021,a.payet@otisud.com,Traitée,23/09/2021,,96b0af71,";
"c54f44a2,4381FE,,Autres,,""Suite à un post fb de Marie sur le gr fb privé pro, Claire souhaite faire partie du dispositif Pass Kado. AMIR a répondu sur le fb dans son commentaire qu'on passait par mail. Amir a donc emailé en cc Mme Falconnet et Chrislène pour savoir si encore possible, et quelle est la procédure. Nous attendons la réponse de l'IRT"",😃,27/09/2021,a.mir@otisud.com,Traitée,27/09/2021,,recbqR9yn4YRURgzC,";
c4842276,SaBr3150Pk,,Fermeture définitive,,Courrier de fermeture définitive enregistré - taxe de séjour clôturée,😃,28/09/2021,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,rec91umv2JT449OwG,;
90a26895,GuJo18883O,,Autres,,demande de voir comment changer ses photos sur le site Internet du Sud Réunion Tourisme car elles sont trop vieilles(Mail transféré à Annabelle),🤔,28/09/2021,c.pose@otisud.com,Traitée,05/04/2022 00:00:00,,recjVuOypOyayuqqy,;
"36fd9c0d,108f8b77,,Promotion SIT (reunion.fr),,""AMIR a renvoyé les documents à soubik le 28 sept, on attend et on clôturera cette demande qd sa fiche sera mise en ligne sur reunion.fr"",😃,28/09/2021,a.mir@otisud.com,Traitée,25/10/2021,,f97d103d,";
9401640e,PaJe7231KG,,Autres,,Orientation par téléphone : cherchait l'adresse et le numéro du pôle de proximité de Saint-Joseph,😃,28/09/2021,m.lallement@otisud.com,Traitée,29/09/2021,,recQd1WP7LlNdLABE,;
b6254df5,108f8b77,,Accompagnement Taxe de séjour,,AMIR a informé Madame FORMAN que Mlle LALLEMENT la contactera pour création de comptes tds,😃,28/09/2021,a.mir@otisud.com,Traitée,28/09/2021,,f97d103d,;
5c4bba07,15f8de28,,Accompagnement Taxe de séjour,,Problème de reversement en ligne,🤔,29/09/2021,m.lallement@otisud.com,Traitée,29/09/2021,,558a72e5,;
